ID,Population,FHBD,FasMetaPop,FasPop,FasPopUnrelated,FPED
M032124,CH,0.00101969012042392,-0.022194611080401,0.0175313625927705,-0.0340169455605156,0
M032144,CH,0.0433514632890283,0.106647989684642,0.141843637408592,NA,0
M032203,CH,0.0120849915261031,-0.018641756893834,0.0209665725266906,NA,0
M032219,CH,0.00769846925286921,-0.0164099803367706,0.0231297470790724,-0.0281099397825821,0
M032220,CH,0.00214344114163548,0.00125174380779901,0.0401624029225813,-0.0102014045950319,0
M032230,CH,0.0144838579039249,0.00566910881617807,0.0443355766280536,-0.00580436507622895,0
M032251,CH,0.0475883773613478,0.0912793804017133,0.126921628758725,0.0812780307969043,0
M032254,CH,0.253876171014443,0.268092627489001,0.296629923653919,NA,0.25
M032314,CH,0.0475940059654273,0.0611799784555272,0.0978427842114985,0.0506152282994821,0
M032322,CH,0.0515266440341697,0.138649174785125,0.172033400527593,0.128702207587412,0
M032330,CH,0.0209906971646152,0.0108146997933906,0.0493485698555393,NA,0
M032347,CH,0.0492087863216721,0.102434754415082,0.137580843038545,0.0924912292149737,0
